iter	Logloss
280	0.4879470382
281	0.4878716339
282	0.4877993184
283	0.487761765
284	0.4877004534
285	0.4876465777
286	0.4875648481
287	0.4875014576
288	0.4874317079
289	0.4873900367
290	0.487326807
291	0.487273798
292	0.4871761442
293	0.4871195048
294	0.4870437234
295	0.4869915707
296	0.4869687733
297	0.4869211616
298	0.4868467533
299	0.4867834918
300	0.4867187087
301	0.4866520849
302	0.4866011444
303	0.486553217
304	0.4864506718
305	0.4864089342
306	0.4863338425
307	0.4862747061
308	0.4862165187
309	0.4861641456
310	0.4860806747
311	0.4860209511
312	0.4859569889
313	0.4859124217
314	0.4858856306
315	0.4858516326
316	0.4857891445
317	0.4857602722
318	0.4856710715
319	0.4856155272
320	0.4855433721
321	0.4854658035
322	0.4853830421
323	0.4853555694
324	0.4852944293
325	0.4852584108
326	0.4852139764
327	0.4851514128
328	0.4850904383
329	0.4850323084
330	0.4849951781
331	0.4849306001
332	0.4848287463
333	0.4847446546
334	0.4846654007
335	0.4846084837
336	0.4845851926
337	0.4845352565
338	0.4844622515
339	0.4844226637
340	0.4844004282
341	0.4843697153
342	0.4842666527
343	0.4842241795
344	0.4841768739
345	0.4841291219
346	0.4840964664
347	0.4840500107
348	0.4840030354
349	0.4839585709
350	0.4839209375
351	0.4838599623
352	0.4838442148
353	0.4838081436
354	0.4837396369
355	0.4836611486
356	0.4836106237
357	0.4835556132
358	0.4835195926
359	0.4834582737
360	0.4834128024
361	0.4833548021
362	0.4832733188
363	0.4832114719
364	0.4831370472
365	0.4830558882
366	0.4830262569
367	0.4829625129
368	0.4828851971
369	0.4828271167
370	0.4827926343
371	0.4827237479
372	0.4826490127
373	0.482601523
374	0.4825388885
375	0.4825138439
376	0.4824669439
377	0.4824015251
378	0.482346086
379	0.4822982794
380	0.4822656244
381	0.4822244836
382	0.4821418398
383	0.4820713362
384	0.4820505278
385	0.4819838628
386	0.4819617956
387	0.4819168077
388	0.4818835779
389	0.4818413326
390	0.4817829722
391	0.4817445596
392	0.4817261949
393	0.4816713445
394	0.4816330655
395	0.4815915178
396	0.4815475423
397	0.4814709571
398	0.4814133311
399	0.4813476857
400	0.4812646205
401	0.4811964051
402	0.4811145169
403	0.4810546035
404	0.4809849216
405	0.4809179102
406	0.4808815506
407	0.4808245826
408	0.480776992
409	0.4807120995
410	0.4806891912
411	0.4806400559
412	0.4805777547
413	0.4805251488
414	0.4804544068
415	0.4804082123
416	0.4803343768
417	0.4802786925
418	0.4802370733
419	0.4801553648
420	0.4800654164
421	0.4800234577
422	0.4799765052
423	0.479941895
424	0.4798842951
425	0.4798442652
426	0.4797649819
427	0.4797095922
428	0.479650937
429	0.4795783007
430	0.4795315693
431	0.4794791645
432	0.4794288039
433	0.4793654231
434	0.4793244525
435	0.4792960127
436	0.4792419413
437	0.4791840352
438	0.4791685936
439	0.4791264206
440	0.4790705724
441	0.4790089528
442	0.4789986767
443	0.4789240393
444	0.4788862316
445	0.4788567456
446	0.4788067653
447	0.4787851233
448	0.4787102769
449	0.4786632781
450	0.4786282026
451	0.478603853
452	0.4785493481
453	0.4784745038
454	0.478451616
455	0.4783949751
456	0.4783062199
457	0.4782674811
458	0.4781888301
459	0.4781248026
460	0.4780576478
461	0.4779718371
462	0.4779248917
463	0.4778639217
464	0.4778167234
465	0.4777831449
466	0.4777434762
467	0.4776956343
468	0.4776421889
469	0.4775906053
470	0.4775761553
471	0.4775370901
472	0.4774894335
473	0.477457042
474	0.4774158489
475	0.4773619978
476	0.4772751119
477	0.4772401816
478	0.4772040612
479	0.4771809723
480	0.4771438497
481	0.4770865996
482	0.4770251255
483	0.4769470844
484	0.4768877022
485	0.4768515323
486	0.4768144957
487	0.4767650607
488	0.4767347876
489	0.4766680568
490	0.4766163972
491	0.4765357136
492	0.4764867845
493	0.4764246262
494	0.4763302394
495	0.4762960121
496	0.4762446836
497	0.4761739587
498	0.4761211339
499	0.476095141
500	0.4760346652
501	0.4759840237
502	0.4759108582
503	0.475844415
504	0.4758237203
505	0.4757859848
506	0.4757486304
507	0.4757236859
508	0.4756675982
509	0.4756456917
510	0.4756180184
511	0.4755851251
512	0.4755495675
513	0.4755009951
514	0.4754348017
515	0.4753666311
516	0.475331476
517	0.475283449
518	0.4752217741
519	0.4751920598
520	0.4751497818
521	0.4751112156
522	0.4750599581
523	0.475015531
524	0.4749805644
525	0.4749437901
526	0.4748641636
527	0.4748372852
528	0.4747803531
529	0.4747057772
530	0.4746844663
531	0.4746143076
532	0.4745729738
533	0.4745075431
534	0.4744639522
535	0.4744290315
536	0.4744049328
537	0.4743711614
538	0.474304973
539	0.4742837667
540	0.474247702
541	0.4742297048
542	0.4742140821
543	0.47418969
544	0.4741404169
545	0.4741006713
546	0.4740493072
547	0.4739782551
548	0.4739268913
549	0.4738996649
550	0.4738512154
551	0.4737977275
552	0.4737398611
553	0.4736649636
554	0.4736257946
555	0.4735679587
556	0.4735066062
557	0.4734807348
558	0.4734746578
559	0.4734538443
560	0.4734395704
561	0.473393605
562	0.4733602085
563	0.4733052429
564	0.4732765777
565	0.4732261489
566	0.4731797163
567	0.4731305283
568	0.4730509717
569	0.4729947991
570	0.472940548
571	0.4728902461
572	0.4728505375
573	0.4728270355
574	0.4727678607
575	0.4727007509
576	0.4726682162
577	0.4726410431
578	0.4725684343
579	0.4725273986
580	0.4724734353
581	0.4724402761
582	0.4724263452
583	0.4723803225
584	0.4723622764
585	0.4723462405
586	0.4723066602
587	0.4722644776
588	0.4721979336
589	0.4721801389
590	0.4721456585
591	0.4720917661
592	0.4720360663
593	0.4720152328
594	0.4719768548
595	0.4719352935
596	0.4718708791
597	0.4718349827
598	0.4717666199
599	0.4717276041
600	0.4716787759
601	0.4716136034
602	0.4715939601
603	0.4715762307
604	0.4715418831
605	0.4715123557
606	0.4714662861
607	0.4714192128
608	0.4713861059
609	0.471362807
610	0.4713241902
611	0.4712568317
612	0.4712254388
613	0.4711593082
614	0.4711446191
615	0.4711149897
616	0.4710580089
617	0.4710095775
618	0.4709783101
619	0.4709271947
620	0.4708852303
621	0.4708418329
622	0.4708169438
623	0.4707774552
624	0.4707465958
625	0.4707039638
626	0.4706704931
627	0.4706139203
628	0.4705555115
629	0.470510175
630	0.4704758935
631	0.4704613973
632	0.4704589101
633	0.4704317334
634	0.4703947481
635	0.4703421298
636	0.4702884488
637	0.4702774897
638	0.4702644317
639	0.4702219718
640	0.4701679312
641	0.4701394927
642	0.4700800269
643	0.4700444247
644	0.4700300343
645	0.4700073283
646	0.4699506934
647	0.4699091156
648	0.4698700193
649	0.469815079
650	0.4697772855
651	0.4697165087
652	0.4696672601
653	0.4696391671
654	0.4696094229
655	0.4695770795
656	0.4695413991
657	0.4695248874
658	0.4694592865
659	0.4694172066
660	0.4693748753
661	0.4693600174
662	0.4693473256
663	0.4693174895
664	0.4692968229
665	0.4692412524
666	0.4692140127
667	0.4691845417
668	0.4691518643
669	0.4691128699
670	0.4690725333
671	0.4690563764
672	0.4690286706
673	0.4689591039
674	0.4688970818
675	0.4688686602
676	0.4688356997
677	0.4688027053
678	0.4687637297
679	0.4687200072
680	0.4687036864
681	0.4686582079
682	0.4686213568
683	0.4685711654
684	0.4685301199
685	0.4685048288
686	0.4684413056
687	0.4684040819
688	0.4683769894
689	0.4683573943
690	0.4683152181
691	0.4682537769
692	0.4682006745
693	0.4681603031
694	0.4681117232
695	0.4680877818
696	0.4680383219
697	0.4680149584
698	0.4679869791
699	0.4679392892
700	0.467869082
701	0.4678326339
702	0.467822284
703	0.4677899514
704	0.467745272
705	0.4676904126
706	0.4676533321
707	0.4676049354
708	0.4675478842
709	0.4675073589
710	0.4674874285
711	0.4674408081
712	0.4673800277
713	0.4673135292
714	0.4672934112
715	0.4672823744
716	0.4672615089
717	0.4672239177
718	0.4671935797
719	0.4671605431
720	0.46713817
721	0.4671180205
722	0.4670732374
723	0.4670262784
724	0.4669972866
725	0.4669694735
726	0.4669392262
727	0.4669029695
728	0.4668661481
729	0.4668336279
730	0.4668202739
731	0.4667794784
732	0.4667436083
733	0.4667100746
734	0.4666401148
735	0.4666257337
736	0.4665872466
737	0.4665667868
738	0.4665228362
739	0.4664548821
740	0.4664337911
741	0.4663874083
742	0.466370817
743	0.4663462066
744	0.466313719
745	0.4662814792
746	0.466264331
747	0.4662426126
748	0.4662138225
749	0.4661680571
750	0.4661442842
751	0.4660740167
752	0.4660559652
753	0.4660270035
754	0.4660002967
755	0.4659717418
756	0.4659117443
757	0.4658547657
758	0.4658205784
759	0.465780394
760	0.4657545309
761	0.4656946083
762	0.4656623664
763	0.4656040306
764	0.4655943963
765	0.4655748628
766	0.4655504213
767	0.4655276657
768	0.4654858846
769	0.4654375892
770	0.4654014956
771	0.4653909
772	0.465359873
773	0.4653509775
774	0.4653319247
775	0.4652802859
776	0.4652742446
777	0.4652134377
778	0.4651774652
779	0.4651426366
780	0.4651091344
781	0.4650705414
782	0.465048597
783	0.4649918054
784	0.4649430999
785	0.4648796059
786	0.4648675962
787	0.4648177282
788	0.4647788926
789	0.4647580758
790	0.4647291673
791	0.4646619889
792	0.4646342382
793	0.4646086005
794	0.4645942219
795	0.4645758408
796	0.4645131173
797	0.4644946656
798	0.4644748773
799	0.46443281
800	0.4644173118
801	0.4643876267
802	0.4643516238
803	0.4643000642
804	0.464262546
805	0.4641935148
806	0.4641593625
807	0.4641376039
808	0.4641010565
809	0.4640671571
810	0.4640603547
811	0.464039863
812	0.4640090704
813	0.4639885329
814	0.4639619657
815	0.463895932
816	0.4638644924
817	0.4638050567
818	0.4637788221
819	0.4637479889
820	0.4637027705
821	0.463670653
822	0.4636336832
823	0.4636011705
824	0.4635642345
825	0.4635312809
826	0.4635164684
827	0.4634717975
828	0.4634499833
829	0.4634115323
830	0.4633758607
831	0.4633408904
832	0.4633023874
833	0.4632715252
834	0.4632393858
835	0.4632084597
836	0.4631597656
837	0.4631077275
838	0.4630560932
839	0.4630280162
840	0.4629606724
841	0.4629191339
842	0.462875872
843	0.4628487273
844	0.4627678352
845	0.4627234291
846	0.4626586534
847	0.4626067159
848	0.4625846339
849	0.4625474442
850	0.4624959389
851	0.4624739487
852	0.4624392813
853	0.4624195466
854	0.4623490213
855	0.4623242342
856	0.4622740719
857	0.462252572
858	0.4622287815
859	0.4622030055
860	0.4621727992
861	0.4621425593
862	0.4621003335
863	0.4620579668
864	0.4620138599
865	0.4619998978
866	0.4619211856
867	0.4618754602
868	0.4618709738
869	0.4618331615
870	0.4617973026
871	0.4617630939
872	0.461726859
873	0.4617038456
874	0.461675961
875	0.4616390886
876	0.4616193359
877	0.4616132302
878	0.4615888186
879	0.4615366632
880	0.4614946138
881	0.4614346724
882	0.461380768
883	0.4613510743
884	0.4613138111
885	0.461299486
886	0.4612827551
887	0.4612586627
888	0.4612185789
889	0.4611919204
890	0.4611595713
891	0.4611033139
892	0.4610325686
893	0.4609868193
894	0.460945934
895	0.4609149602
896	0.4608603058
897	0.4608240897
898	0.4607737165
899	0.4607555249
900	0.4607392082
901	0.4607148435
902	0.460669964
903	0.4606469309
904	0.4606006786
905	0.4605602202
906	0.4605300224
907	0.4604948748
908	0.4604652762
909	0.4604327339
910	0.4603840643
911	0.4603692362
912	0.4603381458
913	0.4603204777
914	0.4603063935
915	0.4602626163
916	0.4602191079
917	0.46015557
918	0.4601222717
919	0.4601093263
920	0.4600395543
921	0.4600098846
922	0.4599823151
923	0.4599574833
924	0.4599358311
925	0.4599140195
926	0.4598895473
927	0.4598627111
928	0.4598410606
929	0.4598291116
930	0.4597812092
931	0.4597379038
932	0.459705135
933	0.4596551798
934	0.4596089372
935	0.4596008805
936	0.4595529589
937	0.4595240218
938	0.4594947176
939	0.4594496885
940	0.4593993225
941	0.4593403596
942	0.45932745
943	0.4592981474
944	0.4592761766
945	0.4592665354
946	0.459259224
947	0.4592262633
948	0.4591720584
949	0.4591393568
950	0.4590898412
951	0.4590421073
952	0.4590309655
953	0.4589883457
954	0.458935297
955	0.4588740612
956	0.4588662693
957	0.4588431486
958	0.458804334
959	0.4587860726
960	0.4587619172
961	0.4587153548
962	0.4586572358
963	0.4586344326
964	0.4586041376
965	0.4585376923
966	0.4585145589
967	0.4584605713
968	0.4584363318
969	0.458393831
970	0.4583705231
971	0.4583510089
972	0.4583177856
973	0.4582692915
974	0.4582191073
975	0.4581979381
976	0.4581573665
977	0.4581356124
978	0.4580790694
979	0.4580449409
980	0.4580057191
981	0.4579525085
982	0.4579209166
983	0.45789193
984	0.4578519772
985	0.4577867098
986	0.457760572
987	0.4577359086
988	0.4577158518
989	0.4576829612
990	0.4576218544
991	0.4575911014
992	0.4575537832
993	0.4575466306
994	0.4575160756
995	0.4575084365
996	0.4574516707
997	0.4574302137
998	0.4574027433
999	0.4573369197
